Country - (Currency) Area,First 60 Days US$,First 60 Days Local,>60 Days Local,Room as % of DSA,Effective Date d/mm/y,Survey Date d/mm/y,Notes
Afghanistan (Afghani),,,,,,,
Kabul,162,"11,700","11,700",70,01/08/18,01/04/17,
Kabul (Kabul Serena),290,"20,900","20,900",69,01/08/18,01/04/17,1
Elsewhere,96,"6,920","6,920",70,01/08/18,01/04/17,
Albania (Albania Lek(e)),,,,,,,
Tirana,147,"15,400","11,500",66,01/08/18,01/07/17,
Tirana (Rogner),165,"17,300","13,000",69,01/08/18,01/07/17,1
Tirana (Sheraton),193,"20,200","15,200",54,01/08/18,01/07/17,1
"Durres (Adriatic, Hotel Palace)",200,"21,000","15,700",68,01/08/18,01/07/17,1
Korca (Life Gallery Hotel),116,"12,200","9,120",60,01/08/18,01/07/17,1
"Saranda (Butrinti, Demi Hotel)",139,"14,600","10,900",67,01/08/18,01/07/17,1
Shkodra,133,"13,900","10,500",61,01/08/18,01/07/17,
Vlore,106,"11,100","8,390",53,01/08/18,01/07/17,
Elsewhere,78,"8,180","6,190",50,01/08/18,01/07/17,
Algeria (Algerian Dinar),,,,,,,
Algiers,258,"30,400","22,800",57,01/08/18,01/04/18,
Algiers (El-Aurassi & El-Djazair),311,"36,600","27,500",57,01/08/18,01/04/18,1
Algiers (Sheraton),476,"56,100","42,100",68,01/08/18,01/04/18,1
Algiers (Sofitel),408,"48,000","36,000",58,01/08/18,01/04/18,1
Adrar,171,"20,100","15,100",47,01/08/18,01/04/18,
Annaba (Golden Tulip Sabri),195,"23,000","17,300",59,01/08/18,01/04/18,1
Annaba (Sheraton),272,"32,000","24,000",57,01/08/18,01/04/18,1
Constantine (Marriott),311,"36,600","27,500",63,01/08/18,01/04/18,1
Constantine (Novotel),201,"23,700","17,800",59,01/08/18,01/04/18,1
Oran,156,"18,400","13,800",50,01/08/18,01/04/18,
Oran (Hotel Royal),280,"33,000","24,700",63,01/08/18,01/04/18,1
Oran (Le Meridien),230,"27,100","20,300",58,01/08/18,01/04/18,1
Oran (Sheraton),246,"29,000","21,800",55,01/08/18,01/04/18,1
Setif (Novotel),217,"25,600","19,200",61,01/08/18,01/04/18,1
Tamanrasset,166,"19,500","14,600",51,01/08/18,01/04/18,
Tlemcen (Renaissance),259,"30,500","22,900",57,01/08/18,01/04/18,1
Elsewhere,110,"12,900","9,680",51,01/08/18,01/04/18,
American Samoa (US Dollar),,,,,,,
All Areas,238,238,179,61,01/10/11,01/10/11,
Andorra (Euro),,,,,,,
All Areas,169,144,108,49,01/08/18,01/08/18,
Angola (Kwanza),,,,,,,
Luanda,230,"58,400","43,900",61,01/08/18,01/07/18,
"Luanda (Baia, Skyna, Tropico)",418,"106,000","79,700",70,01/08/18,01/07/18,1
Luanda (Presidente),363,"92,100","69,000",68,01/08/18,01/07/18,1
Cabinda,150,"38,100","28,700",65,01/08/18,01/07/18,
Dundu,158,"40,100","30,200",59,01/08/18,01/07/18,
Huambo,153,"38,800","29,200",55,01/08/18,01/07/18,
Lobito,168,"42,600","32,000",74,01/08/18,01/07/18,
Lubango,134,"34,000","25,600",64,01/08/18,01/07/18,
Malange,154,"39,100","29,400",55,01/08/18,01/07/18,
Ndalatando,139,"35,300","26,400",63,01/08/18,01/07/18,
Uige,125,"31,700","23,900",63,01/08/18,01/07/18,
Elsewhere,122,"31,000","23,300",55,01/08/18,01/07/18,
Anguilla (E.C. Dollar),,,,,,,
All  Areas (15 Dec. - 14 Apr.),610,"1,650","1,240",66,01/10/17,01/10/17,
All Areas  (15 Apr. - 14 Dec.),426,"1,150",860,57,01/10/17,01/10/17,
Antigua and Barbuda (E.C. Dollar),,,,,,,
All  Areas (1 Apr. - 30 Nov.),337,910,680,64,01/10/17,01/10/17,
All  Areas (1 Dec. - 31 Mar.),359,970,730,66,01/10/17,01/10/17,
Argentina (Argentine Peso),,,,,,,
Buenos Aires,229,"6,260","4,710",78,01/08/18,01/01/18,
Bahia Blanca & Mar del Plata,178,"4,870","3,670",75,01/08/18,01/01/18,
Bariloche (Edelweiss),222,"6,070","4,570",78,01/08/18,01/01/18,1
Comodoro Rivadavia,151,"4,130","3,090",71,01/08/18,01/01/18,
Cordoba,131,"3,580","2,680",72,01/08/18,01/01/18,
Formosa,162,"4,430","3,340",62,01/08/18,01/01/18,
La Rioja,124,"3,390","2,540",76,01/08/18,01/01/18,
Mendoza,175,"4,790","3,580",75,01/08/18,01/01/18,
Neuquen,182,"4,980","3,750",76,01/08/18,01/01/18,
Resistencia & Rio Gallegos,143,"3,910","2,930",73,01/08/18,01/01/18,
Salta,156,"4,270","3,200",75,01/08/18,01/01/18,
San Juan & San Salvador de Jujuy,139,"3,800","2,850",72,01/08/18,01/01/18,
Ushuaia,200,"5,470","4,100",72,01/08/18,01/01/18,
Elsewhere,98,"2,680","2,010",68,01/08/18,01/08/18,
Armenia (Armenian Dram),,,,,,,
Yerevan,158,"76,100","57,100",58,01/07/18,01/12/17,
Elsewhere,127,"61,000","45,800",59,01/07/18,01/12/17,
Aruba (N.A. Gulder),,,,,,,
All Areas (15 Apr. - 15 Dec.),295,550,410,55,01/08/18,01/06/17,
All Areas (16 Dec. - 14 Apr.),396,730,550,63,01/08/18,01/06/17,
Australia (AUL Dollar),,,,,,,
"Canberra, Melbourne & Sydney",336,453,340,58,01/08/18,01/02/17,
Elsewhere,225,304,228,58,01/08/18,01/02/17,
Austria (Euro),,,,,,,
All Areas,287,245,184,44,01/08/18,01/09/17,
Azerbaijan ((new)Azerbaijan Manat),,,,,,,
Baku,179,304,227,62,01/08/18,01/09/17,
Baku (Four Seasons),332,560,423,61,01/08/18,01/09/17,1
Baku (JV Absheron Marriott),256,435,326,65,01/08/18,01/09/17,1
Tabriz (Nakhichevan),121,205,154,63,01/08/18,01/09/17,1
Elsewhere,92,156,117,59,01/08/18,01/09/17,
Bahamas (Bahamian Dollar),,,,,,,
All Areas (20 Dec.-20 Apr.),447,447,335,60,01/03/16,01/03/16,
All Areas (21 Apr.-19 Dec.),434,434,326,59,01/03/16,01/03/16,
Bahrain (Bahraini Dinar),,,,,,,
Manama,280,106,80,60,01/08/18,01/05/18,
Manama (Jumeirah Royal Saray & Ritz Carlton),510,193,145,61,01/08/18,01/05/18,1
Manama (Movenpick),325,123,92,54,01/08/18,01/05/18,1
Bangladesh (Bangladesh Taka),,,,,,,
Dhaka,133,"11,200","8,420",64,01/08/18,01/08/18,
"Dhaka (Amari, Pan Pacific Sonargaon)",305,"25,700","19,300",63,01/08/18,01/08/18,1
"Dhaka (Le Meridien, Radisson Water Garden, Westin)",358,"30,200","22,700",60,01/08/18,01/08/18,1
Dhaka (Longbeach Suites),187,"15,800","11,800",58,01/08/18,01/08/18,1
Dhaka (Six Seasons),260,"21,900","16,400",62,01/08/18,01/08/18,1
Dhaka (The Way),218,"18,400","13,800",68,01/08/18,01/08/18,1
Chittagong (Agrabad and Peninsula),150,"12,600","9,520",51,01/08/18,01/08/18,1
Chittagong (Radisson Blu),170,"14,300","10,800",59,01/08/18,01/08/18,1
Cox's Bazaar,93,"7,830","5,900",57,01/08/18,01/08/18,
"Sylhet (Grand Sultan, The Palace)",196,"16,500","12,400",67,01/08/18,01/08/18,1
Sylhet (Nazimgarh Resort),146,"12,300","9,260",65,01/08/18,01/08/18,1
Elsewhere,79,"6,650","6,650",58,01/08/18,01/08/18,
Barbados (Barbados Dollar),,,,,,,
All Areas (16 Apr. - 15 Dec.),425,850,640,52,01/10/17,01/10/17,
All Areas (16 Dec. - 15 Apr.),475,950,710,62,01/10/17,01/10/17,
Belarus (New Belarusian Ruble),,,,,,,
Minsk,249,494,371,51,01/08/18,01/02/18,
Brest,189,375,282,59,01/08/18,01/02/18,
Homiel,148,294,220,53,01/08/18,01/02/18,
Hrodna (Non-residents),195,387,290,58,01/08/18,01/02/18,
Hrodna (Residents),185,367,276,56,01/08/18,01/02/18,
Mahiliou,131,260,195,46,01/08/18,01/02/18,
Viciebsk,118,234,177,50,01/08/18,01/02/18,
Elsewhere,92,183,137,46,01/08/18,01/02/18,
Belgium (Euro),,,,,,,
All Areas,369,315,236,58,01/08/18,01/12/17,
Belize (Belize Dollar),,,,,,,
Belize City,260,520,390,66,01/06/18,01/06/18,
"San Pedro (The Villas at Banyan Bay, Sun Breeze Hotel, Victoria House)",520,"1,030",770,53,01/07/18,01/07/18,1
Elsewhere,214,428,321,57,01/06/18,01/06/18,
Benin (CFA Franc(XOF)),,,,,,,
Cotonou,211,"118,000","88,500",53,01/08/18,01/10/17,
Cotonou (Golden Tulip de Diplomate),325,"182,000","137,000",69,01/08/18,01/10/17,1
Cotonou (La Maison Rouge),278,"156,000","117,000",62,01/08/18,01/10/17,1
Grand Popo,142,"79,500","59,600",39,01/08/18,01/10/17,
Lokossa,122,"68,100","51,100",42,01/08/18,01/10/17,
Malanville,106,"59,500","44,600",49,01/08/18,01/10/17,
Ouidah (Casa Del Papa),186,"104,000","78,000",48,01/08/18,01/10/17,1
Parakou,115,"64,200","48,200",43,01/08/18,01/10/17,
Porto Novo,136,"76,300","57,200",47,01/08/18,01/10/17,
Porto Novo (Les Ambassadeurs),200,"112,000","84,000",54,01/08/18,01/10/17,1
Possotome,156,"87,700","65,800",48,01/08/18,01/10/17,
Elsewhere,102,"57,000","42,800",43,01/08/18,01/10/17,
Bermuda (Bermuda Dollar),,,,,,,
All Areas (1 Dec. - 14 Mar.),459,459,344,72,01/04/10,01/04/10,
All Areas (15 Mar. - 30 Nov.),510,510,383,72,01/04/10,01/04/10,
Bhutan (Bhutan Ngultrum),,,,,,,
Thimphu,119,"8,200","6,150",64,01/08/18,01/02/18,
Thimphu (Le Meridien),281,"19,300","14,500",74,01/08/18,01/02/18,1
Thimphu (Taj Tashi),428,"29,400","22,100",55,01/08/18,01/02/18,1
Paro,91,"6,230","4,670",62,01/08/18,01/02/18,
Phuentsholing,85,"5,810","4,360",61,01/08/18,01/02/18,
Elsewhere,90,"6,190","4,640",61,01/08/18,01/02/18,
Bolivia (Boliviano),,,,,,,
La Paz,165,"1,140",860,62,01/04/18,01/07/17,
Cochabamba,110,760,570,61,01/04/18,01/07/17,
Santa Cruz,171,"1,180",880,52,01/04/18,01/07/17,
Elsewhere,87,600,449,54,01/04/18,01/07/17,
Bosnia and Herzegovina (Convertible Mark),,,,,,,
Sarajevo,124,207,155,55,01/08/18,01/08/17,
Banja Luka,110,184,139,47,01/08/18,01/08/17,
Mostar,120,201,150,43,01/08/18,01/08/17,
"Sarajevo (Bristol, Central, Europe, Marriott Courtyard)",155,259,194,67,01/08/18,01/08/17,1
Travnik,85,142,107,56,01/08/18,01/08/17,
Elsewhere,90,150,114,55,01/08/18,01/08/17,
Botswana (Botswana Pula),,,,,,,
Gaborone,217,"2,220","1,670",66,01/08/18,01/04/18,
Francistown,188,"1,920","1,440",68,01/08/18,01/04/18,
"Francistown (Marang, Thapama Lodge)",223,"2,280","1,710",69,01/08/18,01/04/18,1
Ghanzi,202,"2,070","1,550",69,01/08/18,01/04/18,
Jwaneng,205,"2,100","1,580",73,01/08/18,01/04/18,
Kasane,227,"2,320","1,740",65,01/08/18,01/04/18,
Kasane (Chobe Game Lodge),493,"5,050","3,790",87,01/08/18,01/04/18,"1,7"
"Kasane (Chobe Marina Lodge, Chobe Safari Lodge, Mowana Lodge) Resident",255,"2,610","1,960",65,01/08/18,01/04/18,1
Mahalapye,187,"1,910","1,430",70,01/08/18,01/04/18,
Maun,205,"2,100","1,580",58,01/08/18,01/04/18,
Nata,167,"1,710","1,280",60,01/08/18,01/04/18,
Palapye,186,"1,900","1,430",64,01/08/18,01/04/18,
Selebi-Phikwe,169,"1,730","1,300",63,01/08/18,01/04/18,
Shakawe,260,"2,660","2,000",61,01/08/18,01/04/18,
Tsabong,205,"2,100","1,580",68,01/08/18,01/04/18,
Elsewhere,148,"1,510","1,130",60,01/08/18,01/04/18,
Brazil (Brazilian Real),,,,,,,
Brasilia,151,560,420,57,01/08/18,01/08/18,
Campinas,129,478,359,59,01/08/18,01/08/18,
Fortaleza,125,464,348,55,01/08/18,01/08/18,
Porto Allegre,128,476,357,56,01/08/18,01/08/18,
Recife,140,520,390,60,01/08/18,01/08/18,
Rio De Janeiro,159,590,443,60,01/08/18,01/08/18,
Sao Paulo,153,570,428,63,01/08/18,01/08/18,
Elsewhere,107,398,299,57,01/08/18,01/08/18,
British Virgin Islands (US Dollar),,,,,,,
All Areas (15 Dec. - 15 Apr.),464,464,348,70,01/10/17,01/10/17,
All Areas (16 Apr. -14 Dec.),422,422,317,69,01/10/17,01/10/17,
Brunei (Brunei Dollar),,,,,,,
All Areas,181,247,185,66,01/08/18,01/07/15,
Bulgaria (New Lev),,,,,,,
Sofia,216,361,271,66,01/08/18,01/12/17,
"Sofia (Hilton, Arena di Serdika)",262,438,329,70,01/08/18,01/12/17,1
"Burgas, Plovdiv, Stara Zagora, Varna",104,174,130,56,01/08/18,01/12/17,
Elsewhere,78,130,99,52,01/08/18,01/12/17,
Burkina Faso (CFA Franc(XOF)),,,,,,,
Ouagadougou,268,"150,000","113,000",56,01/08/18,01/05/18,
Ouagadougou (Laico Ouaga 2000),448,"251,000","188,000",66,01/08/18,01/05/18,1
Bobo-Dioulasso,143,"79,900","59,900",50,01/08/18,01/05/18,
Elsewhere,124,"69,700","52,300",54,01/08/18,01/05/18,
Burundi (Burundi Franc),,,,,,,
Bujumbura,235,"415,000","311,000",58,01/08/18,01/08/17,
Gitega and Ngozi,94,"166,000","125,000",28,01/08/18,01/08/17,
Rumonge,221,"390,000","293,000",50,01/08/18,01/08/17,
Elsewhere,61,"108,000","81,300",27,01/08/18,01/08/17,
Cambodia (Cambodian Riel),,,,,,,
Phnom Penh,146,"592,000","446,000",57,01/08/18,01/09/17,
Phnom Penh (Himawari),292,"1,184,000","888,000",70,01/08/18,01/09/17,1
"Phnom Penh (Intercontinental, Raffles Le Royal, Sofitel Phnom Penh Phokeethra)",303,"1,229,000","920,000",66,01/08/18,01/09/17,1
Phnom Penh (Sokha Phnom Penh),228,"925,000","693,000",66,01/08/18,01/09/17,1
Siem Reap,132,"535,000","401,000",62,01/08/18,01/09/17,
Siem Reap (Sofitel Phokeethra Royal Angkor),348,"1,411,000","1,058,000",67,01/08/18,01/09/17,1
"Siem Reap (Sokha, Victoria Angkor)",189,"766,000","576,000",63,01/08/18,01/09/17,1
Sihanoukville,116,"470,000","353,000",37,01/08/18,01/09/17,
"Sihanoukville (Independence, Palm Palace)",135,"547,000","410,000",50,01/08/18,01/09/17,1
Sihanoukville (Sokha Beach),233,"945,000","710,000",55,01/08/18,01/09/17,1
Elsewhere,57,"231,000","174,000",46,01/08/18,01/09/17,
Cameroon (CFA Franc(XAF)),,,,,,,
Yaounde,221,"124,000","93,000",54,01/08/18,01/07/18,
Yaounde (Hotel Hilton),350,"196,000","147,000",54,01/08/18,01/07/18,1
Douala,194,"109,000","81,800",56,01/08/18,01/07/18,
Elsewhere,122,"68,100","51,100",55,01/08/18,01/07/18,
Canada (Canadian Dollar),,,,,,,
Ottawa,349,455,341,59,01/08/18,01/08/18,
Calgary,269,350,263,55,01/08/18,01/08/18,
Halifax,272,354,266,59,01/08/18,01/08/18,
Montreal,321,418,314,59,01/08/18,01/08/18,
Toronto,357,465,349,62,01/08/18,01/08/18,
Vancouver,371,483,362,62,01/08/18,01/08/18,
Elsewhere,247,321,241,53,01/08/18,01/08/18,
Cape Verde (CV Escudo),,,,,,,
Praia,188,"17,700","13,300",48,01/08/18,01/05/17,
Boa Vista Island,228,"21,500","16,100",61,01/08/18,01/05/17,
Mindelo,176,"16,600","12,500",50,01/08/18,01/05/17,
Santa Maria (Sal),254,"23,900","17,900",61,01/08/18,01/05/17,
Elsewhere,135,"12,700","9,530",38,01/08/18,01/05/17,
Cayman Islands (CaymanI. Dollar),,,,,,,
All Areas (1 Dec. - 30 Apr.),388,318,239,77,01/08/12,01/07/12,
All Areas (1 May - 30 Nov.),307,252,189,74,01/08/12,01/07/12,
Central African Rep. (CFA Franc(XAF)),,,,,,,
Bangui,203,"114,000","85,500",47,01/08/18,01/02/18,
Bangui (Ledger Plaza),325,"182,000","137,000",63,01/08/18,01/02/18,1
Boali,113,"63,400","47,600",47,01/08/18,01/02/18,
Elsewhere,90,"50,600","38,000",59,01/08/18,01/02/18,
Chad (CFA Franc(XAF)),,,,,,,
N'djamena,170,"95,400","71,600",59,01/08/18,01/02/18,
"N'Djaména (Hilton, La Residence, Radisson Blu)",271,"152,000","114,000",58,01/08/18,01/02/18,1
Elsewhere,127,"71,300","53,500",49,01/08/18,01/02/18,
Chile (Chilean Peso),,,,,,,
Santiago,323,"207,000","155,000",58,01/08/18,01/05/17,
Elsewhere,220,"141,000","106,000",58,01/08/18,01/05/17,
China (Renminbi),,,,,,,
Beijing,230,"1,570","1,180",55,01/08/18,01/09/16,
Changsha,168,"1,150",860,55,01/08/18,01/09/16,
Chengdu,218,"1,490","1,120",57,01/08/18,01/09/16,
Dalian,199,"1,360","1,020",49,01/08/18,01/09/16,
Fuzhou,222,"1,510","1,140",53,01/08/18,01/09/16,
Guangzhou,220,"1,500","1,130",54,01/08/18,01/09/16,
Haikou,245,"1,670","1,250",53,01/08/18,01/09/16,
Hangzhou,215,"1,470","1,100",58,01/08/18,01/09/16,
Jinan,172,"1,170",880,53,01/08/18,01/09/16,
Kunming,229,"1,560","1,170",61,01/08/18,01/09/16,
Lhasa,219,"1,490","1,120",62,01/08/18,01/09/16,
Nanjing,163,"1,110",830,49,01/08/18,01/09/16,
Nanning,180,"1,230",920,60,01/08/18,01/09/16,
Quingdao,208,"1,420","1,060",62,01/08/18,01/09/16,
Sanya,198,"1,350","1,020",54,01/08/18,01/09/16,
Shanghai,239,"1,630","1,220",61,01/08/18,01/09/16,
Shenyang,193,"1,320",990,52,01/08/18,01/09/16,
Shenzhen,220,"1,500","1,130",62,01/08/18,01/09/16,
Suzhou,184,"1,250",940,57,01/08/18,01/09/16,
Tianjin,186,"1,270",950,51,01/08/18,01/09/16,
Wu Han,170,"1,160",870,54,01/08/18,01/09/16,
Xi'An,203,"1,380","1,040",55,01/08/18,01/09/16,
Xiamen,182,"1,240",930,49,01/08/18,01/09/16,
Elsewhere,143,980,730,54,01/08/18,01/09/16,
"China, Hong Kong (HongKong Dollar)",,,,,,,
Hong Kong (SAR),371,"2,910","2,180",61,01/07/18,01/09/16,
"China, Macau (Pataca)",,,,,,,
Macau (SAR),240,"1,940","1,460",62,01/08/18,01/09/16,
Colombia (Colombian Peso),,,,,,,
Bogota,165,"475,000","356,000",75,01/08/18,01/08/18,
Barranquilla,108,"311,000","233,000",73,01/08/18,01/08/18,
Bucaramanga,113,"324,000","243,000",73,01/08/18,01/08/18,
Buenaventura,106,"304,000","228,000",72,01/08/18,01/08/18,
Cali,140,"403,000","302,000",74,01/08/18,01/08/18,
Cartagena,170,"488,000","366,000",75,01/08/18,01/08/18,
Cucuta,107,"308,000","231,000",70,01/08/18,01/08/18,
Medellin,143,"412,000","309,000",74,01/08/18,01/08/18,
Monteria,88,"252,000","189,000",68,01/08/18,01/08/18,
Neiva,92,"263,000","197,000",70,01/08/18,01/08/18,
Paipa,134,"386,000","290,000",73,01/08/18,01/08/18,
Riohacha,101,"291,000","218,000",72,01/08/18,01/08/18,
San Andres,130,"374,000","281,000",70,01/08/18,01/08/18,
Santa Marta,122,"351,000","263,000",70,01/08/18,01/08/18,
Villa de Leyva,159,"457,000","343,000",72,01/08/18,01/08/18,
Villavicencio,93,"267,000","200,000",68,01/08/18,01/08/18,
Elsewhere,98,"282,000","212,000",73,01/08/18,01/08/18,
Comoros (Comoros Franc),,,,,,,
Moroni,226,"95,200","71,400",55,01/08/18,01/07/17,
Elsewhere,137,"57,400","43,100",52,01/08/18,01/07/17,
Congo (CFA Franc(XAF)),,,,,,,
Brazzaville,271,"152,000","114,000",62,01/08/18,01/04/17,
"Brazzaville (Hotel Ledger, Olympic Palace, Radisson Blu)",455,"255,000","191,000",63,01/08/18,01/04/17,1
Dolisie,228,"128,000","96,000",59,01/08/18,01/04/17,
Ollombo (Alima Palace),492,"276,000","207,000",58,01/08/18,01/04/17,1
Owando,168,"94,300","70,700",52,01/08/18,01/04/17,
Pointe-Noire,328,"184,000","138,000",70,01/08/18,01/04/17,
Elsewhere,143,"80,400","60,300",53,01/08/18,01/04/17,
"Congo, Dem. Rep. (Franc Congolais)",,,,,,,
Kinshasa,283,"459,000","344,000",63,01/08/18,01/06/18,
"Kinshasa (Fleueve Congo, Pullman Grand)",410,"665,000","499,000",63,01/08/18,01/06/18,1
Bandundu,144,"233,000","175,000",59,01/08/18,01/06/18,
Boma,157,"254,000","191,000",57,01/08/18,01/05/18,
Bukavu,205,"332,000","250,000",61,01/08/18,01/05/18,
Bunia,150,"243,000","183,000",65,01/08/18,01/08/16,
Goma,205,"332,000","250,000",61,01/08/18,01/08/16,
Kananga,154,"250,000","188,000",68,01/08/18,01/08/16,
Kindu,178,"289,000","217,000",59,01/08/18,01/05/18,
Kisangani,161,"261,000","196,000",58,01/08/18,01/05/18,
Lubumbashi,218,"353,000","266,000",60,01/08/18,01/06/18,
Matadi,183,"297,000","222,000",57,01/08/18,01/05/18,
Mbandaka,150,"243,000","183,000",53,01/08/18,01/11/16,
Mbuji-Mayi,158,"256,000","193,000",64,01/08/18,01/05/18,
Zongo (Seli Safari Zongo),253,"410,000","308,000",59,01/08/18,01/04/15,1
Elsewhere,141,"229,000","172,000",58,01/08/18,01/04/15,
